song_file;songs.thisRepN;songs.thisTrialN;songs.thisN;songs.thisIndex;experimentstart_unixtime;background.started;background.stopped;cross.started;cross.stopped;eyesclosed1.started;eyesclosed1.stopped;text_20.started;text_20.stopped;background4.started;background4.stopped;baseline_valence.response;key_resp_13.keys;key_resp_13.started;key_resp_13.stopped;baseline_arousal.response;key_resp_14.keys;key_resp_14.started;key_resp_14.stopped;yes1.keys;yes1.rt;yes1.started;yes1.stopped;text_14.started;text_14.stopped;eyes7.started;eyes7.stopped;crosses7.started;crosses7.stopped;oefenrondebutton2.started;oefenrondebutton2.stopped;secret.keys;secret.started;secret.stopped;oefenrondebutton3.started;oefenrondebutton3.stopped;key_resp_9.keys;key_resp_9.started;key_resp_9.stopped;oefenrondebutton4.started;oefenrondebutton4.stopped;key_resp_10.keys;key_resp_10.started;key_resp_10.stopped;text_15.started;text_15.stopped;ja2.keys;ja2.rt;ja2.started;ja2.stopped;oefenrondebutton5.started;oefenrondebutton5.stopped;background_extra_2.started;background_extra_2.stopped;image.started;image.stopped;text_17.started;text_17.stopped;text_18.started;text_18.stopped;oefenrondebutton6.started;oefenrondebutton6.stopped;crossess.started;crossess.stopped;secretkeypress2.keys;secretkeypress2.started;secretkeypress2.stopped;image_7.started;image_7.stopped;secretkeypress3.keys;secretkeypress3.started;secretkeypress3.stopped;key_resp_4.keys;key_resp_4.rt;key_resp_4.started;key_resp_4.stopped;oefenrondebutton7.started;oefenrondebutton7.stopped;image_8.started;image_8.stopped;text_21.started;text_21.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;baseline_time;peep.started;peep.stopped;text_8.started;text_8.stopped;eyesclosed2.started;eyesclosed2.stopped;crosses2.started;crosses2.stopped;secretkeypress4.keys;secretkeypress4.started;secretkeypress4.stopped;stimulus_scrn_stime;background14.started;background14.stopped;song_start.started;song_start.stopped;image_4.started;image_4.stopped;image_5.started;image_5.stopped;secretkeypress5.keys;secretkeypress5.started;secretkeypress5.stopped;SAM_valence_score.response;secretkeypress9.keys;secretkeypress9.started;secretkeypress9.stopped;SAM_arousal_score.response;secretkeypress8.keys;secretkeypress8.started;secretkeypress8.stopped;ja3.keys;ja3.rt;ja3.started;ja3.stopped;text_19.started;text_19.stopped;reflection_time_start;background_extra.started;background_extra.stopped;text_16.started;text_16.stopped;text_13.started;text_13.stopped;image_9.started;image_9.stopped;key_resp_8.keys;key_resp_8.started;key_resp_8.stopped;secretkeypress7.keys;secretkeypress7.started;secretkeypress7.stopped;participant;session;date;expName;psychopyVersion;frameRate
;;;;;1652435271;29,13679341;None;41,13980889;None;41,13980889;None;41,13980889;None;64,53161862;None;8;None;95,46489891;115,4667561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
;;;;;;;;;;;;;;;;;;;;7;None;119,1271661;129,1367022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
;;;;;;;;;;;;;;;;;;;;;;;;j;19,57741467;143,0578725;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
;;;;;;;;;;;;;;;;;;;;;;;;;;;;170,8649926;None;170,8649926;None;170,8649926;None;162,6773923;None;None;162,6773923;172,6862652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186,6911033;None;None;186,6911033;196,7009747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203,219127;None;None;203,219127;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;209,4027499;None;j;15,72105673;209,4027499;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;209,4027499;None;225,1443193;None;225,1443193;None;225,1443193;None;235,1204357;240,1333528;225,1443193;None;225,1443193;None;None;225,1443193;235,1532266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240,184102;None;None;240,184102;248,1880535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;j;9,08259708;250,1606773;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13051140;1;2022_May_13_1147;CNPthesisExperiment;2021.1.4;59,71266507
